age1,gender,income,height,kgs,kgs2,bmi,religion1,eating1,status1,marital_status1,family_type1,manglik1,horoscope,drinking1,smoking1,values1,complexion1,body1,caste_imp,created_for,employed1,father,mother,living,brothers,sisters,education1
23.0,1,7500.0,71.0,65.0,50.0,19.9861538386,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1,1.0,4.0,6.0,4.0,1.0,1.0,2.0,2.0
23.0,1,2500.0,64.0,56.0,45.0,21.1914486329,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,1,0.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0
23.0,1,2500.0,66.0,100.0,60.0,35.5831749313,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,1,0.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0
23.0,1,7500.0,67.0,53.0,47.0,18.3003261974,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0
23.0,1,2500.0,61.0,62.0,46.0,25.8264424081,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,7.0,4.0,1.0,2.0,2.0,0.0
23.0,1,2500.0,66.0,60.0,47.0,21.3499049588,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0
23.0,1,2500.0,65.0,58.0,46.0,21.2781490652,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,10.0,4.0,1.0,0.0,3.0,2.0
23.0,1,5833.0,72.0,78.0,56.0,23.3218059029,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1,0.0,5.0,7.0,7.0,1.0,0.0,1.0,2.0
23.0,1,7500.0,70.0,70.0,46.0,22.1429014287,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,0.0,3.0
23.0,1,2500.0,69.0,56.0,47.0,18.2315004412,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,0.0,1.0,2.0
23.0,1,2500.0,60.0,65.0,49.0,27.9861670834,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,7.0,4.0,1.0,1.0,0.0,2.0
23.0,1,2500.0,67.0,58.0,48.0,20.0267720651,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0.0,4.0,8.0,4.0,1.0,2.0,1.0,2.0
23.0,1,4167.0,67.0,60.0,48.0,20.7173504122,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,7.0,4.0,1.0,0.0,2.0,2.0
23.0,1,2500.0,63.0,62.0,48.0,24.2126964476,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,0.0,1.0,2.0
23.0,1,2500.0,64.0,60.0,46.0,22.7051235352,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,0.0,0.0,3.0
23.0,1,7500.0,67.0,60.0,41.0,20.7173504122,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1,0.0,4.0,7.0,4.0,1.0,0.0,1.0,2.0
23.0,1,2500.0,68.0,58.0,41.0,19.4420804067,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,0.0,3.0
23.0,1,4167.0,72.0,65.0,59.0,19.4348382524,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,2.0
23.0,1,14167.0,72.0,60.0,49.0,17.9398506945,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,3.0,6.0,4.0,0.0,1.0,0.0,2.0
23.0,1,7500.0,66.0,64.0,44.0,22.773231956,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0,0.0,4.0,8.0,4.0,1.0,2.0,0.0,0.0
23.0,1,4167.0,68.0,60.0,48.0,20.1124969724,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,1.0,2.0
23.0,1,2500.0,67.0,59.0,47.0,20.3720612387,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,1.0,0.0
23.0,1,1250.0,64.0,56.0,46.0,21.1914486329,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,8.0,4.0,1.0,2.0,1.0,2.0
23.0,1,7500.0,72.0,65.0,49.0,19.4348382524,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,2.0,4.0,5.0,4.0,1.0,0.0,3.0,1.0
23.0,1,2500.0,65.0,68.0,51.0,24.9467954557,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,1,2.0,6.0,7.0,4.0,1.0,0.0,0.0,2.0
23.0,1,417.0,69.0,55.0,50.0,17.9059379333,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1,0.0,4.0,10.0,4.0,1.0,0.0,1.0,1.0
23.0,1,4167.0,70.0,80.0,49.0,25.3061730613,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,4.0,3.0,4.0,1,1.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0
23.0,1,2500.0,71.0,70.0,52.0,21.5235502877,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,10.0,4.0,1.0,1.0,2.0,3.0
23.0,1,4167.0,64.0,65.0,51.0,24.5972171632,0.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,1.0,2.0,0.0
23.0,1,7500.0,70.0,74.0,60.0,23.4082100817,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,4.0,10.0,4.0,1.0,0.0,1.0,2.0
23.0,1,2500.0,72.0,78.0,55.0,23.3218059029,0.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,0,0.0,5.0,2.0,9.0,0.0,0.0,0.0,2.0
23.0,1,14167.0,68.0,78.0,57.0,26.1462460641,0.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,2.0,2.0,0,0.0,5.0,6.0,6.0,1.0,0.0,0.0,3.0
23.0,1,4167.0,71.0,74.0,53.0,22.753467447,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,1,0.0,4.0,2.0,4.0,1.0,0.0,1.0,2.0
23.0,1,37500.0,71.0,72.0,50.0,22.1385088674,0.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1,0.0,4.0,6.0,4.0,0.0,1.0,1.0,3.0
23.0,1,5833.0,70.0,70.0,49.0,22.1429014287,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,1,0.0,4.0,7.0,4.0,1.0,1.0,0.0,2.0
23.0,1,4167.0,65.0,54.0,49.0,19.810690509,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,0.0,2.0
23.0,1,4167.0,69.0,61.0,51.0,19.8593129805,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,1.0,0.0
23.0,1,4167.0,72.0,60.0,46.0,17.9398506945,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0
23.0,1,20833.0,73.0,58.0,52.0,16.8699905799,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1,3.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0
23.0,1,417.0,67.0,55.0,45.0,18.9909045445,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,0,0.0,0.0,8.0,4.0,0.0,0.0,2.0,3.0
23.0,1,5833.0,67.0,76.0,47.0,26.2419771888,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0
23.0,1,2500.0,67.0,54.0,46.0,18.645615371,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0.0,4.0,8.0,4.0,1.0,1.0,0.0,2.0
23.0,1,2500.0,69.0,70.0,47.0,22.7893755514,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,0.0,1.0,3.0,2.0
23.0,1,4167.0,74.0,67.0,48.0,18.96461061,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,2.0,4.0,8.0,4.0,1.0,2.0,0.0,0.0
23.0,1,5833.0,66.0,65.0,59.0,23.1290637053,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0.0,4.0,6.0,4.0,1.0,1.0,1.0,2.0
23.0,1,1250.0,65.0,50.0,41.0,18.3432319527,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0
23.0,1,5833.0,72.0,65.0,53.0,19.4348382524,0.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,4.0,1,0.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0
23.0,1,4167.0,69.0,58.0,47.0,18.8826254569,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,10.0,4.0,1.0,2.0,0.0,2.0
23.0,1,4167.0,62.0,65.0,45.0,26.2097298388,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0
23.0,1,4167.0,64.0,58.0,45.0,21.9482860841,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,4.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0
23.0,1,5833.0,69.0,60.0,41.0,19.5337504727,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0
23.0,1,14167.0,70.0,66.0,48.0,20.8775927756,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0
23.0,1,20833.0,69.0,59.0,41.0,19.2081879648,0.0,3.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,1,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0
23.0,1,4167.0,67.0,58.0,48.0,20.0267720651,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0
23.0,1,417.0,65.0,60.0,47.0,22.0118783433,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0,0.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0
23.0,1,2500.0,65.0,59.0,47.0,21.6450137042,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,4.0,2.0,4.0,1.0,0.0,1.0,2.0
23.0,1,1250.0,72.0,58.0,47.0,17.3418556714,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,2.0,4.0,2.0,4.0,1.0,2.0,0.0,0.0
23.0,1,5833.0,72.0,72.0,53.0,21.5278208334,0.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,2.0,4.0,0,0.0,4.0,3.0,4.0,0.0,1.0,1.0,2.0
23.0,1,2500.0,66.0,65.0,49.0,23.1290637053,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0
23.0,1,2500.0,68.0,65.0,48.0,21.7885383868,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0
23.0,1,2500.0,68.0,63.0,47.0,21.118121821,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,4.0,4.0,7.0,4.0,1.0,2.0,0.0,2.0
23.0,1,1250.0,66.0,60.0,47.0,21.3499049588,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,8.0,4.0,1.0,2.0,1.0,2.0
23.0,1,417.0,69.0,62.0,47.0,20.1848754884,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0
23.0,1,5833.0,70.0,62.0,47.0,19.6122841225,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,0.0,1.0,3.0
23.0,1,1250.0,67.0,62.0,47.0,21.4079287593,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0
24.0,1,4167.0,63.0,65.0,55.0,25.3842785337,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,2.0,6.0,4.0,1.0,0.0,2.0,2.0
24.0,1,10000.0,66.0,63.0,53.0,22.4174002067,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1,1.0,5.0,7.0,4.0,0.0,0.0,1.0,3.0
24.0,1,5833.0,62.0,65.0,48.0,26.2097298388,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,1,4.0,4.0,6.0,4.0,0.0,1.0,0.0,2.0
24.0,1,5833.0,65.0,62.0,50.0,22.7456076214,0.0,4.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0,0.0,4.0,8.0,4.0,0.0,0.0,2.0,3.0
24.0,1,4167.0,67.0,52.0,48.0,17.9550370239,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,5.0,8.0,4.0,1.0,1.0,1.0,3.0
24.0,1,62500.0,68.0,55.0,53.0,18.436455558,0.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1,3.0,4.0,2.0,2.0,1.0,1.0,0.0,3.0
24.0,1,54167.0,72.0,72.0,58.0,21.5278208334,0.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,1,1.0,3.0,8.0,4.0,0.0,0.0,1.0,2.0
24.0,1,14167.0,66.0,65.0,45.0,23.1290637053,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,2.0,2.0,4.0,1.0,0.0,4.0,3.0
24.0,1,5833.0,68.0,65.0,41.0,21.7885383868,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1,2.0,5.0,2.0,4.0,1.0,0.0,1.0,2.0
24.0,1,14167.0,64.0,79.0,51.0,29.8950793214,0.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,2.0,0.0,1,1.0,1.0,7.0,4.0,0.0,0.0,0.0,3.0
24.0,1,14167.0,69.0,60.0,48.0,19.5337504727,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,2.0,1,0.0,5.0,7.0,7.0,1.0,2.0,1.0,2.0
24.0,1,14167.0,69.0,72.0,55.0,23.4405005672,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,1.0,4.0,7.0,2.0,1.0,1.0,0.0,2.0
24.0,1,20833.0,69.0,70.0,47.0,22.7893755514,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1,1.0,4.0,8.0,8.0,1.0,1.0,0.0,3.0
24.0,1,4167.0,68.0,58.0,48.0,19.4420804067,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0
24.0,1,14167.0,73.0,75.0,41.0,21.8146429913,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,0,2.0,4.0,6.0,4.0,1.0,0.0,3.0,3.0
24.0,1,7500.0,67.0,67.0,55.0,23.134374627,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,1,0.0,3.0,7.0,4.0,1.0,1.0,2.0,3.0
24.0,1,2500.0,75.0,78.0,41.0,21.4933763201,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,1.0,4.0,7.0,4.0,1.0,0.0,1.0,2.0
24.0,1,2500.0,65.0,53.0,49.0,19.4438258699,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,0.0,2.0,1.0,1.0
24.0,1,14167.0,67.0,78.0,50.0,26.9325555359,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,5.0,2.0,7.0,1.0,0.0,0.0,2.0
24.0,1,4167.0,68.0,65.0,50.0,21.7885383868,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,0,0.0,4.0,6.0,4.0,1.0,1.0,0.0,2.0
24.0,1,7500.0,67.0,63.0,50.0,21.7532179328,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,1,0.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0
24.0,1,14167.0,68.0,64.0,51.0,21.4533301039,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1,0.0,5.0,7.0,4.0,0.0,2.0,2.0,3.0
24.0,1,7500.0,72.0,70.0,50.0,20.9298258103,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,0,0.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0
24.0,1,2500.0,67.0,65.0,55.0,22.4437962799,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,0,0.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0
24.0,1,5833.0,68.0,63.0,47.0,21.118121821,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,1.0,2.0
24.0,1,5833.0,67.0,62.0,47.0,21.4079287593,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,4.0,2.0,9.0,1.0,1.0,0.0,2.0
24.0,1,2500.0,66.0,53.0,47.0,18.8590827136,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,3.0,5.0,4.0,1.0,0.0,2.0,0.0
24.0,1,14167.0,68.0,70.0,41.0,23.4645798011,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1,2.0,5.0,8.0,4.0,1.0,1.0,0.0,2.0
24.0,1,2500.0,67.0,60.0,48.0,20.7173504122,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,5.0,4.0,1.0,4.0,3.0,2.0
24.0,1,14167.0,64.0,65.0,52.0,24.5972171632,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,10.0,4.0,1.0,5.0,4.0,3.0
24.0,1,14167.0,72.0,80.0,60.0,23.919800926,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,1,1.0,6.0,5.0,9.0,1.0,1.0,0.0,1.0
24.0,1,14167.0,65.0,60.0,47.0,22.0118783433,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,4.0,7.0,4.0,1.0,0.0,1.0,3.0
24.0,1,5833.0,68.0,60.0,47.0,20.1124969724,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,5.0,8.0,8.0,1.0,1.0,0.0,2.0
24.0,1,4167.0,73.0,62.0,47.0,18.0334382061,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,2.0,0.0
24.0,1,10000.0,67.0,47.0,44.0,16.2285911562,0.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,0,0.0,4.0,7.0,4.0,0.0,1.0,0.0,2.0
24.0,1,14167.0,70.0,60.0,48.0,18.979629796,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,1,0.0,3.0,6.0,9.0,1.0,0.0,1.0,2.0
24.0,1,2500.0,71.0,85.0,41.0,26.1357396351,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,2.0,4.0,0,0.0,5.0,2.0,4.0,1.0,1.0,0.0,3.0
24.0,1,4167.0,70.0,74.0,56.0,23.4082100817,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,0,0.0,4.0,5.0,7.0,1.0,0.0,0.0,3.0
24.0,1,29167.0,70.0,64.0,50.0,20.2449384491,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,1.0,6.0,2.0,4.0,1.0,1.0,1.0,3.0
24.0,1,7500.0,66.0,57.0,48.0,20.2824097108,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0
24.0,1,4167.0,64.0,62.0,47.0,23.4619609864,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,4.0,2.0,4.0,1.0,0.0,1.0,2.0
24.0,1,1250.0,64.0,55.0,43.0,20.8130299073,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,6.0,4.0,1.0,0.0,3.0,2.0
24.0,1,14167.0,67.0,60.0,41.0,20.7173504122,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1,1.0,4.0,6.0,4.0,1.0,1.0,1.0,3.0
24.0,1,2500.0,72.0,60.0,41.0,17.9398506945,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0,0.0,4.0,7.0,4.0,1.0,0.0,1.0,2.0
24.0,1,2500.0,69.0,60.0,47.0,19.5337504727,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0
24.0,1,7500.0,70.0,70.0,55.0,22.1429014287,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,4.0,0,0.0,5.0,8.0,4.0,0.0,0.0,1.0,3.0
24.0,1,2500.0,63.0,56.0,46.0,21.8695322752,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0
24.0,1,5833.0,71.0,75.0,66.0,23.0609467369,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0,0.0,6.0,2.0,4.0,1.0,0.0,2.0,0.0
24.0,1,4167.0,68.0,60.0,49.0,20.1124969724,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,3.0,10.0,4.0,1.0,1.0,0.0,2.0
24.0,1,4167.0,67.0,63.0,48.0,21.7532179328,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,7.0,4.0,1.0,1.0,2.0,2.0
24.0,1,4167.0,70.0,60.0,48.0,18.979629796,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1,0.0,4.0,6.0,4.0,1.0,1.0,0.0,2.0
24.0,1,14167.0,68.0,65.0,50.0,21.7885383868,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,3.0,6.0,4.0,1.0,1.0,2.0,2.0
24.0,1,7500.0,73.0,61.0,48.0,17.7425762996,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,0.0,2.0
24.0,1,14167.0,70.0,72.0,57.0,22.7755557552,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0,0.0,5.0,2.0,4.0,0.0,0.0,1.0,2.0
24.0,1,5833.0,69.0,59.0,48.0,19.2081879648,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,7.0,4.0,1.0,1.0,3.0,2.0
24.0,1,417.0,67.0,62.0,53.0,21.4079287593,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0
24.0,1,1250.0,69.0,62.0,51.0,20.1848754884,0.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,0,0.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0
24.0,1,4167.0,68.0,55.0,52.0,18.436455558,0.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0,4.0,4.0,5.0,4.0,1.0,1.0,0.0,3.0
24.0,1,5833.0,68.0,79.0,65.0,26.481454347,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,0,0.0,1.0,5.0,7.0,1.0,1.0,0.0,3.0
