aboutText,age,caste,city,college,employedIn,height,profileID,religion
"A Little about myself.... I am associated with a Pvt Ltd Bank as a Manager.... a mix of being an introvert & extrovert, inittially on the shy side.. but very fast in breaking the ice... very practical and humorous, my hobbies would be reading, drawing, dancing. sports, music.... the outgoing sorts... and like having a social life... , I live life in all zest & enjoy every bit of it, be it work, college... honesty and frankness is what I am.. being a Piscean..... i would love my partner to loves life to its fullest and enjoys the good times.. and takes the bad times in their strides.. someone to be able to share through responsibilities... I hope I was able to convey myself through this short summary.... see ya",35,Others,"Mumbai, Maharashtra, India",,Private Sector,5ft 10in,incomplete_in,Christian
"I am very hard working IT professinal working in a Bank as an Manager in I.T. Dept. 

I usually face life as it's comes toward me. 

I am looking for a life partner who will be my friend and understand the family values and give same respect. 

I expecting a transparency in nature and ative participation in family functions",35,Maratha,"Mumbai, Maharashtra, India",,Private Sector,5ft 7in,san4matri,Hindu
I like people around me since they like me. Self fond of hindi (old) songs and instrument. Enjoy life in the company of good people. Nothing so special to mention about self.,35,,,,MNC,5ft 8in,raghu_ddun_in,Hindu
i am the only son of my family i did my schooling from  convent and  ther after i did my engg in  mechanical stream and now working with shipping industry  that is merchant navy,35,Brahmin - Garhwali,"Dehradun, Uttaranchal, India",,Central Government,5ft 10in,manish1978_in_in,Hindu
THE USUAL GRIND OFF WORK HOME OFF...FUN LUVING AND LUV TO KEEP IT COOL N WITTY...ATLEAST FEEL SO BY D RESPONSES OF PPL AROUND.... :-) ... LIFES TOO SHORT TO JUDGE PPL,35,,,,,5ft 10in,nithyanand,Hindu
"i am alredy in job +business (textiles) so long term goals are associatedb with gratual improment in my own field persently i ca'nt judge my self on this. better to be judged by others partner should be understanding enough and nice looking.,good looking and faithfuly,coprative,",35,Brahmin,,,Central Government,5ft 6in,chndra_78_in,Hindu
I AM AN INTERNATIONAL TRADE PROFESSIONAL WORKING IN PAKISTAN INTERNATIONAL AIRLINES. I HAVE DONE MBA AND ACCA FROM UK. I HAVE A DECENT PERSONALITY AND A MODERATE PERSON.,35,,,,Public Sector,6ft,sheryzolu_in,Muslim
"im a young handsome boy im looking for a nice lady with nice face and good style im know good english not execllent ,my hoby is football,and i love dog also in the future i want a privite house for my self to live togathr with my wife,all my parents are educated and my spous should be very repectfull for them as well i do for her",35,,,,Central Government,6ft 7in,Godisgreat_1,Muslim
"I am a software engineer by profession. I am confident and smart young Sikh with pleasing manners. My qualification is B. Tech ( CSE) and M. Sc (IT). 
Looking for a professionally qualified/studying Management, IT or any other discipline - smart, beautiful sikh girl, between 23-28 years of age. I am working with a reputed company in Delhi.",35,,,,MNC,6ft,desh_singh,Sikh
"I am a Software Engineer of Mobiles & Acounts working in Karachi, Pakistan. Looking for a simple and traditional life partner for the completing of my life. Nothing to be anger to my life.",35,Punjabi,,,Others,5ft 10in,PawanKPerchani,Hindu
i am also working with jeevandeep ministries as a vice- president in surat  ( dist ) gujrat.now i am working in mumai tel 28127899. stay in mira road.,35,Others,"Rest of Tamil Nadu, Tamil Nadu, India",,Private Sector,5ft 7in,simeonlamech,Christian
"My Personality, Long-Term Goals, Partner Expectations, etc    Edit
I'm fun loving and easy going, shy at first but open up once I get to know you. I enjoy photography, hiking, travelling, movies, cooking, and like to try new things. My friends describe me as Ãâfriendly, a bit shy, good-looking, helpful, courteous, considerate, passionate about his work, and a very artistic guyÃâ. I'm working as a designer in the bay area. I am an independent individual who knows how to takes care of himself, looking for the right match. 

Am looking for someone who is fun, confident and just likes to be themselves; someone who's passionate about life and whatever it is that they're doing; a beautiful person with a beautiful heart. A strong woman who wants to pursue her goals, with a good combination of traditional and western values.",35,,,,MNC,,m4jain_in,Jain
"Hi, I am Anto Dcruz. Brought up outside kerala. Myself - God fearing, Simple, Cool, Caring, Confident, Positive, Loving, Good sense of humor and Honest person. I am very selective with the people that I max around. But once I choose a friend, I stand by them thru good times and bad times. I am very outspoken and quite independent person. Who is looking for a sincere guy who is serious about a relationship. I am looking for someone who would be a great companion throughout my life..",35,,,,Others,5ft 10in,a3dcruz_in,Christian
"A chartered accountant and certified cost manager, fun loving, highly focused person, working to build a world class highly profitable private company. Interests in travelling, reading, continous personal development and sports. Looking for a fun loving, caring and positive girl with a high level of maturity in thinking, with whom I can build a fun filled, exciting and loving marriage, which would be an inspiration to people around the world.",35,,Others,,Private Sector,,chimezie,Christian
"Hi,i am simple,soft natured,understanding and caring  person.Well , about my family ..ours is well cultured,God Fearing,6bro + 3 sis .with everyone married and well settled(offcourse me on the lookout).Mom has been a homemaker and Dad who is now no more was an entreprenuer who established industry currently run by my brothers. I would like to mention, one of my brother is well settled in the US with his family for the past 10 years working as marketing professional for an Automotive Concern in NY and KY.Also daughter-in-laws of our family are from mutiple language domain,KONKANI,TAMIL,TELUGU,& KANNADA.Hence language is not a barrier in my family.This makes clear that i speak all above...well MALAYALAM too with a lil bit of difficulty.More specifically about me I am BE,MTech educated in Bangalore,Working as Analysis Engineer in an  MNC,Bangalore on Aerospace,Automotive,Heavy Engg Domain.I am looking for educated,honest life partner who will be with me in each and every path of my life.Well If you find my profile interesting ....please do the needful ......l!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",35,Catholic,"Bangalore, Karnataka, India",,Private Sector,5ft 6in,johnson_15,Christian
"i am decent handsome and working guy. I am tall and very well built. I am fair too. I am having own flat and i am staying alone. My sister got married this year and mother working too, I am looking for a very slim very fair and very beautiful bengali or girls of any caste, She should be decent and should have family values",35,,,,,5ft 11in,niceguymid,Hindu
"i m ashish,simple, friendly ,softspoken, nature loving person looking 4 a girl simple ,caring & who can feel me.......... i belongs 2 a simple family. I m working in INDIAN AIR FORCE As a technical tradesmen(non commission).father is teacher in govt. school.",35,Brahmin - Garhwali,,,,5ft 6in,dehm841563,Hindu
"Working as soft. Engg. in Burmingham. USA. Likes reading, listening to music etc. I believe the beauty of mind is ethereal whereas the physical beauty is likely to fade over time. Therefore, I am looking for a sensible, understanding and respectful girl to be my best friend, companion and the only love of my life. Looking for someone to share the simple pleasures in life. Have a small group of friends, yet am easy to get along with. I donot believe in beating around the bush, henceforth my woman should believe in being straightforward and honest. I dislike mind games and those who play them. Loyalty and trust is the basis of any relationship. Am close to my family and consider myself moderately religious.",35,Maratha,,,,5ft 11in,mumg0105,Hindu
"Hi.. I am Pankaj Maindola, Working with MNC Bank, belong to Pauri Garh. Father Ex-Forest Officer, Mother Home Maker, 3 elder brothers & sister all settled.",35,Brahmin - Garhwali,"Delhi, Delhi, India",,MNC,5ft 10in,maindo_1,Hindu
"I am simple and straightforward person with strong family values. I have a balanced outlook towards life and believe in living life to it fullest. I have very strong relationships both with my family and also with friends.

I belive that in any relationship partners should have mutual trust and should be straightforward with each other. I have been brought up in an envornment which an ideal mix of East-West.  ",35,Brahmin - Garhwali,"Ahmedabad, Gujarat, India",,,6ft,ahem196953,Hindu
"simple.emotional.need a  good life with good partner.
simple dressing,not demanding,want to enjoy life,no dowry,spritual,vegeterian,sleepy,belive in GOD.",35,Brahmin - Garhwali,"Gurgaon, Haryana, India",,State Government,5ft 8in,samar_46850,Hindu
"simple and good looking personality .
always give respect to moral values and cares about the relations .too much emotional and sensitive . searching for same kind of a match who can care for the family.",35,Brahmin - Garhwali,"Rest of Uttaranchal, Uttaranchal, India",,MNC,5ft 7in,sachin_artek_dehradun,Hindu
"HI I AM FUN LOVEING PER AND BELIVER OF LIFE 
I BELIVE THAT LIFE IS NOT TO WASTE IT IS A IMP
GIFT OF GOD WHIC NEED TO BE ENJOYED AND SHOULD BE RESPECTED  I HAD MADE MY OWN WAY IN LIFE AND CURRENTLY WORKING AS 
ASS MANAGER IN MNC",35,Brahmin - Garhwali,"Mumbai, Maharashtra, India",,MNC,6ft,dbcad12,Hindu
Iam a cool guy who beleives in living today but do keep future in mind. Iam very clear about my future and people in my life. I easily mixed with people and love to make good friends. I belong to a middle class family which gives me the sense that how I have to use my resourses to the optimum lavel. I like to spend time with close friend and family. In spare time do listen music and reads book. Iam looking for a girl with smart and confident approach. Beuty is not the only thing but it need to be average. My spouse need to be well educated and should maintain a balance between our tradition and modern views.,35,Brahmin - Garhwali,"Delhi, Delhi, India",,MNC,5ft 6in,jp_gairola,Hindu
"I am a fun loving person. i am a hard working guy
and i am very much connected to my roots.very down to earth  although i prefer to stay quiet and calm but on ocassions i am very witty and humouros",35,Brahmin - Garhwali,"Dehradun, Uttaranchal, India",,Public Sector,5ft 6in,NAVI_BHATT,Hindu
"Well I am very down to earth person and take life as an opportunity to do something good for myself and for people around me. Life is to do something special rather than living routine life. I am very fond of creativity.
My Family: Father retired from FCI (food coorporation of india) and mother is house wife.
Two Brother one elder Software professional working in MNC DELHI,One younger studing..  
",35,Brahmin - Garhwali,"Delhi, Delhi, India",,,5ft 10in,ashuchan,Hindu
"It's  a little bit difficult task, when you need to present yourself in words. Anyway, I am a guy who believes in simplicity and honesty while having fun in life. About myself-I did graduation from University of Delhi and started working with one of the MNC in Delhi.  I worked there for three years and then came down to Southern Part of India i.e. Bangalore (Garden City of India)>I am in Bangalore from last three years and working with one of the best company in India- as reporting specialist. my dad is a Retired Govt. Servant and mom is homamaker.  My younger brother works for a MNC in New Delhi.  I also have two younger sisters and both are studying.  sunsign is Leo. time of birth 17:25 (05:25 PM)-Place of birth-New Delhi.  ",35,Brahmin - Garhwali,,,MNC,,210878,Hindu
"do good get good is the only thing that i can understand. and if u r so feel free to contact to me. i m not writing about myself bcause there are many things i can't explain about myself so don't misunderstand this. i promise that u can easily judge it after meetin or a talk wid me.

thanks and take care even if u don't show any interest in my profile i don't care.",35,Brahmin - Garhwali,"Rest of Haryana, Haryana, India",,,5ft 4in,cool1978,Hindu
"I am the youngest in my family. 
I am a very Emotional and caring person and believe in enjoying the life 100% in whatever way it comes in front of me. 
Did my MCA From Birla Institute of Technology ( Main Campus ), Mesra, Ranchi in July 2005
I am working as Software Eng in Accenture Services Pvt. Ltd (Bangalore) for the last 8 months and is drawing a salary of more than 16k. (Planning to shift to Delhi gurgaon or Noida within this year). 
The girl Should be good looking and slim. Should be caring. 
I Want her to pursue her career till it is possible.
My father got retired from army in year 1989 and at present doing buisness related to Scientific Equipments in Dehradun. 
Mother is House Wife. 
Eldest Sister married and settled in Lucknow. 
My Eldest brother is working in IBM america as a project manager and is currently pursuing his MS from arizona university US ( Unmarried ). 
One of my brother is Deputy Commandent in B. S. F ( Married ).  
 

",35,Brahmin - Garhwali,"Dehradun, Uttaranchal, India",,,5ft 7in,bits11,Hindu
"hI MYSELF SAURABH TIWARI IS A SOFTWARE ENGINEER HAVING DONE MY MCA FROM HP UNIVERSITY.
I BELONG TO A TRADITIONAL NUCLEAR FAMILY. MY PARENTS ARE EMPLOYED IN EDUCATION DEPARTMENT HP GOVT . MY ELDER SISTER IS MBA AND IS MARRIED. MY BROTHER IN LAW IS CHEMICAL ENGINEER AND IS EMPOLYED IN RELIANCE INDUSTRIES. MY YOUNGER BROTHER IS DOING MBBS FROM DEHRADUN.
I EQUIRE A GIRL WHO IS PROFESSIONAL QUALIFIED AND BELONGS TO A CULTURED GARHWALI FAMILY",35,Brahmin - Garhwali,"Rest of Himachal Pradesh, Himachal Pradesh, India",,,5ft 11in,tiwari_s29,Hindu
He Is looking after his banking firm as well as works as consultatnt for various coop. bank and societies. he owns a school upto primary level also. a coachin centre is also run by them.He Is looking after his banking firm as well as works as consultatnt for various coop. bank and societies. he owns a school upto primary level also. a coachin centre is also run by them.He Is looking after his banking firm as well as works as consultatnt for various coop. bank and societies. he owns a school upto primary level also. a coachin centre is also run by them.He Is looking after his banking firm as well as works as consultatnt for various coop. bank and societies. he owns a school upto primary level also. a coachin centre is also run by them.He Is looking after his banking firm as well as works as consultatnt for various coop. bank and societies. he owns a school upto primary level also. a coachin centre is also run by them.,35,Brahmin - Garhwali,"Delhi, Delhi, India",,,,gauravmamgain,Hindu
"Did my Diploma in IT and currently doing my degree in IT in one of local Universities in Malaysia as a Distance Learning (Part Time) while working in Mahindra Satyam, as a System Administrator. I'm very jovial by character, friendly, understand and active in Church Activities. I'm musician in Church. Being straight forward and honesty is my Character. 
  ",35,Protestant,"George Town, Pulau Pinang",Other Diploma Institute,Private Sector,5ft 7in,othm648764,Christian
"My brother is not having photogenic face, but quite confident.

My youngest brother is working US. Myself working in HCL technologies and married to Neha garg (from Rewa, her parents are now settled in Satna - 2004).

My father is retired (Apr 2010) development officer from National Insurance, and My mother is graduate and House wife.",35,Agarwal,"Faridabad, Haryana, India","Devi Ahilya University (DAVV), Indore",Private Sector,5ft 10in,farm884388,Hindu
"I am a simple man, loves to read books and write poems and put them in the news paper. Work for a Granite construction company a Camp Coordinator and Food hygiene Auditor in Abudhabi. I love to pray to god. ",35,Maharashtrian,"Abu Dhabi, Abu Dhabi",Goa University,Private Sector,5ft 5in,SMM1581128,Hindu
"My brother is a fun loving and charming guy also sincere in his own business. He builds relationship at his own skills, loves music and outdoor sports. Traveling is also a part of his business. Peace and patience is a part of life.",35,Digambar,"Tezpur, Assam, India",,Others,5ft 9in,SMM1608012,Jain
"A RELIGIOUS, LOYAL, HARD WORKING, HANDSOME, WELL EARNER, DOWN TO EARTH BUSINESSMAN. ",35,Agarwal,"Delhi, Delhi, India",Indira Gandhi National Open University (IGNOU),Others,5ft 7in,SMM1686320,Hindu
"i am very simple shy and very energetic person and want simple and educated life partner. who understand my feelings, i  always believe that every relations are depends on the truth. ",35,Sia,"Rajkot, Gujarat, India","Saurashtra University, Gujarat",Others,5ft 8in,SMM1428013,Muslim
"I am a hard working and a dedicated person, who believes in keeping life at a very plane and simple level. I believe that I must put all of myself in the work; otherwise it is not worth doing in the first place. I am an ambitious person too.",35,Sunni,"Indore, Madhya Pradesh, India",,Private Sector,5ft 7in,SMM1583469,Muslim
"Handsome, Intelligent, Respects family values, University. He is a perfect mixture of traditional and modern outlook. He is a nature lover and loves to travel around in his free time. He has got a very friendly nature.",35,Punjabi,"Faridabad, Haryana, India",,Public Sector,5ft 9in,SMM1667078,Hindu
"I AM WORKING AS A CANE DEVELOPMENT OFFICER IN BHARAT SUGAR MILL SIDHWALIA GOPALGANJ, BIHAR. I BELIEVE IN SIMPLE LIVING AND HIGH THINKING. I HAVE THREE BROTHERS & TWO SISTERS. MY HOBBIES ARE READING BOOKS & MAKING GOOD FRIENDS. ",35,,,Other General University,Private Sector,5ft 2in,SMM1636063,Hindu
"My brother enjoys Travel / Sightseeing. He did his Bachelors from Rajasthan university. His family includes his Father who is retired, mother is also retired from a govt. job (ssbj) and has 3 sisters, 2 of whom are married.",35,Sindhi,"Rest of Gujarat, Gujarat, India",Rajasthan University,Others,5ft 7in,SMM1684922,Hindu
"Just a cool guy, enjoy watching movies, going for long drives and adventurous. Have spent most of my life in Bombay, Muscat, and Dubai. Recently migrated to USA. Party hard and play hard, work hard kind of a person. Looking for a companion.",35,Amil Sindhi,"Baltimore, Maryland",,Others,5ft 11in,SMM1589980,Hindu
I am a simple boy being raised in a middle class family with traditionally moderate values and am looking for a simple girl with same values.,35,Maharashtrian,"Pune, Maharashtra, India",Other Diploma Institute,MNC,5ft 8in,SMM1718886,Hindu
I am a calm and cool tech savvy person.,35,Baishya,"Kolkata, West Bengal, India",,Private Sector,5ft 3in,SMM1760874,Hindu
,35,Shewetamber,"Gandhi Nagar, Gujarat, India",,Private Sector,5ft 8in,SMM1758302,Jain
,35,Vaishnav,"Mumbai, Maharashtra, India",,Private Sector,5ft 5in,SMM1758028,Hindu
,35,Sunni,,,Others,5ft 7in,SMM1757271,Muslim
,35,Mali,"Pune, Maharashtra, India",,Private Sector,5ft 3in,SMM1757321,Hindu
,35,Digambar,"Delhi, Delhi, India",,Private Sector,5ft 7in,SMM1756831,Jain
,35,Gupta,"Singapore, Singapore (general)",,Public Sector,5ft 7in,SMM1754953,Hindu
,35,Hindu-Others,,"Other College, Mumbai University",Private Sector,5ft 8in,SMM1755185,Hindu
,35,Catholic,"Kolkata, West Bengal, India",,Private Sector,5ft 11in,SMM1753715,Christian
"

",35,,"Vadodara, Gujarat, India",,Private Sector,5ft 8in,SMM1753518,Hindu
,35,Brahmin - Rudraj,"Mumbai, Maharashtra, India",,MNC,5ft 11in,SMM1749372,Hindu
,35,Adi Karnataka,"Bangalore, Karnataka, India",,Private Sector,5ft 8in,SMM1750413,Hindu
,35,Yadav,"Noida, Uttar Pradesh, India",,MNC,5ft 8in,SMM1749927,Hindu
,35,Suthar,"Akola, Maharashtra, India",,State Government,5ft 4in,SMM1753873,Hindu
,35,Mali,"Mumbai, Maharashtra, India",,Private Sector,5ft 3in,SMM1750000,Hindu
,35,Agarwal,"Delhi, Delhi, India","Faculty of Law, Delhi University",Others,5ft 8in,SMM1750913,Hindu
,35,Brahmin - Bhumihar,"Noida, Uttar Pradesh, India",,Private Sector,5ft 6in,SMM1755113,Hindu
,35,Baidya,"Bhandara, Maharashtra, India",,MNC,6ft 2in,SMM1745535,Hindu
,35,Protestant,"Seattle, Washington",,Private Sector,5ft 9in,SMM1749896,Christian
"
",35,Brahmin,"Delhi, Delhi, India",,Central Government,6ft 1in,SMM1753254,Hindu
,35,Others,,,Central Government,5ft 5in,SMM1749967,Muslim
"Slim, fair, Non-smoker, non-drunker, belongs to a religious family. Believe in moral values, have business patanjali kendra.",35,Arora,,Kurukshetra University,Others,5ft 11in,SMM1754641,Hindu
,35,,"Mumbai, Maharashtra, India",,Others,5ft 4in,SMM1744613,Hindu
,35,Vishwakarma,"Kochi, Kerala, India",,Private Sector,5ft 7in,SMM1750080,Hindu
,35,Agarwal,"Jhajjar, Haryana, India",,Private Sector,5ft 6in,SMM1743840,Hindu
,35,Brahmin - Smartha,"Shimoga, Karnataka, India",,Private Sector,5ft 5in,SMM1750944,Hindu
,35,Sunni,"Imphal, Manipur, India",,Others,5ft 6in,SMM1743433,Muslim
,35,Sikh - Jat,"Moga, Punjab, India",,Private Sector,5ft 7in,SMM1737626,Sikh
,35,Adi Karnataka,"Mysore, Karnataka, India",,Private Sector,5ft 8in,SMM1736468,Hindu
,35,Maratha,"Mumbai, Maharashtra, India",,Private Sector,5ft 6in,SMM1736950,Hindu
,35,Agarwal,"Ghaziabad, Uttar Pradesh, India",,Others,5ft 5in,SMM1746281,Hindu
,35,,"Bilaspur, Chhattisgarh, India",,Public Sector,5ft 5in,SMM1734083,Buddhist
,35,Nair,"Kochi, Kerala, India",,Private Sector,5ft 4in,SMM1734905,Hindu
,35,Vanjari,"Mumbai, Maharashtra, India",,State Government,5ft 8in,SMM1734415,Hindu
,35,,"Bangalore, Karnataka, India",Bangalore University,Private Sector,5ft 8in,SMM1732685,Hindu
,35,Kshatriya,"Surat, Gujarat, India",,Private Sector,5ft 6in,SMM1738916,Hindu
,35,Khandayat,"Kolkata, West Bengal, India",,State Government,5ft 6in,SMM1728898,Hindu
,35,Vysya,"Bangalore, Karnataka, India",,Private Sector,6ft,SMM1729142,Hindu
,35,Pillai,"Chennai, Tamil Nadu, India",,Private Sector,5ft 9in,SMM1728391,Hindu
,35,Brahmin - Iyengar,"Chennai, Tamil Nadu, India",Indira Gandhi National Open University (IGNOU),Private Sector,5ft 7in,SMM1728857,Hindu
,35,Brahmin,,,Private Sector,6ft,SMM1726587,Hindu
,35,Sikh - Tonk Kshatriya,"Patiala, Punjab, India",,Private Sector,6ft,SMM1727276,Sikh
,35,Sonar,"Lucknow, Uttar Pradesh, India",,Others,5ft 6in,SMM1727517,Hindu
,35,Brahmin,"Himmatnagar, Gujarat, India",,Private Sector,5ft 10in,SMM1725711,Hindu
,35,Brahmin - Kanyakubj,"Jaipur, Rajasthan, India",,Private Sector,5ft 6in,SMM1731836,Hindu
,35,Maratha,"Pune, Maharashtra, India",,Private Sector,5ft 3in,SMM1735649,Hindu
,35,Dhobi,"Raipur, Chhattisgarh, India",Indira Gandhi National Open University (IGNOU),Private Sector,5ft 4in,SMF1722172,Hindu
,35,Kshatriya,"Mumbai, Maharashtra, India",,Others,5ft 11in,SMM1730511,Hindu
,35,Sunni,"Rest of Maharashtra, Maharashtra, India",,Private Sector,5ft 5in,SMM1720355,Muslim
,35,Bunt (Shetty),"Thane, Maharashtra, India",Institute of Chartered Accountants of India (ICAI),Private Sector,5ft 11in,SMM1721857,Hindu
,35,Kayastha,"Patna, Bihar, India",Indira Gandhi National Open University (IGNOU),Private Sector,5ft 7in,SMM1719806,Hindu
,35,Sonar,"Sharjah, Sharjah",University of Wollongong in Dubai,Private Sector,5ft 10in,SMM1715624,Hindu
,35,Sindhi,"Mumbai, Maharashtra, India",,Private Sector,5ft 10in,SMM1728780,Hindu
,35,,"Vadodara, Gujarat, India",,Others,5ft,SMM1735048,Hindu
,35,Brahmin - Gaur,"Delhi, Delhi, India",Agra University,MNC,6ft 1in,SMM1719013,Hindu
,35,Vaishnav,"Meerut, Uttar Pradesh, India",,Others,5ft 9in,SMM1712259,Hindu
,35,Chettiar,"Chennai, Tamil Nadu, India",,Others,6ft,SMM1726511,Hindu
,35,Bengali,"Guwahati, Assam, India",Punjab Technical University,MNC,5ft 4in,SMM1710740,Hindu
,35,Agarwal,"Jaipur, Rajasthan, India",,State Government,5ft 6in,SMM1727390,Hindu
,35,Agarwal,"Raigarh, Chhattisgarh, India","Devi Ahilya University (DAVV), Indore",Others,5ft 7in,SMM1710597,Hindu
,35,Khatri,"Delhi, Delhi, India",,Others,5ft 5in,SMM1732175,Hindu
,35,Suthar,"Junagadh, Gujarat, India","Saurashtra University, Gujarat",State Government,5ft 7in,SMM1706457,Hindu
,35,Suthar,"Crawley, Sussex","Sardar Patel University, Gujarat",Others,5ft 5in,SMM1717416,Hindu
,35,Kshatriya,"Kolkata, West Bengal, India","Sambalpur University, Orissa",Public Sector,5ft 10in,SMM1721901,Hindu
,35,Bhandari,"Mumbai, Maharashtra, India",Mumbai University,MNC,5ft 7in,SMM1709612,Hindu
,35,Oriya,"Mumbai, Maharashtra, India",Other Business Institute,Private Sector,5ft 6in,SMM1707537,Hindu
,35,,"Mumbai, Maharashtra, India",Other General University,MNC,5ft 9in,SMM1719884,Muslim
,35,Maruthuvar,"Coimbatore, Tamil Nadu, India","Annamalai University, Tamil Nadu",Others,5ft 6in,SMM1707291,Hindu
,35,Khatri,"Haridwar, Uttaranchal, India",Meerut University,Others,5ft 8in,SMM1702430,Hindu
,35,Bhandari,"Mumbai, Maharashtra, India",,MNC,5ft 3in,SMM1724122,Hindu
,35,Sunni,"Faisalabad, Punjab",Punjab University,Private Sector,5ft 6in,SMM1720195,Muslim
,35,Kumhar,"Nagaur, Rajasthan, India",Other General University,Others,5ft 4in,SMM1702077,Hindu
,35,Kalita,"Jorhat, Assam, India",,Private Sector,5ft 10in,SMM1702199,Hindu
,35,Chaurasia,"Lucknow, Uttar Pradesh, India",,Private Sector,5ft 10in,SMM1719133,Hindu
,35,Catholic,"Mumbai, Maharashtra, India",Max Mueller Bhavan,State Government,5ft 7in,SMM1720429,Christian
,35,Kayastha,"Kolkata, West Bengal, India",Other Medicine/ Dental Institute,Private Sector,5ft 8in,SMF1706753,Hindu
,35,Sikh - Saini,"Chandigarh, Chandigarh, India",Punjab University,Private Sector,5ft 8in,SMM1708338,Sikh
,35,Brahmin - Saraswat,"Chandigarh, Chandigarh, India",,Private Sector,5ft 8in,SMM1703445,Hindu
,35,Vannia Kula Kshatriyar,"Tiruvannamalai, Tamil Nadu, India","Annamalai University, Tamil Nadu",Others,5ft 5in,SMM1703151,Hindu
,35,Sunni,"Bhilai, Chhattisgarh, India",Other Diploma Institute,Private Sector,5ft 9in,SMM1714539,Muslim
,35,Tamil,"Chennai, Tamil Nadu, India",,Others,5ft 5in,SMM1712554,Hindu
"
  
  ",35,Kurmi Kshatriya,"Gorakhpur, Uttar Pradesh, India",,Private Sector,5ft 6in,SMM1695695,Hindu
,35,,,Other General University,Others,5ft 7in,SMM1722026,Hindu
,35,Brahmin,"Jammu, Jammu and Kashmir, India",,Public Sector,5ft 5in,SMM1726361,Hindu
,35,Brahmin,"Dhule, Maharashtra, India",,Private Sector,5ft 10in,SMM1693674,Hindu
,35,Yadav,"Gopalganj, Bihar, India",,Central Government,5ft 4in,SMM1727230,Hindu
,35,Ramdasia,"Gurgaon, Haryana, India",,MNC,5ft 11in,SMM1708474,Hindu
,35,Maratha,"Thane, Maharashtra, India","Other College, Mumbai University",Others,5ft 9in,SMM1713842,Hindu
,35,Settibalija,"Bangalore, Karnataka, India",Andhra University,MNC,5ft 5in,SMM1689967,Hindu
,35,,"Jaunpur, Uttar Pradesh, India",,Private Sector,5ft 9in,SMM1693033,
,35,Kshatriya,"Ahmedabad, Gujarat, India",Gujarat University,Private Sector,5ft 3in,SMM1688672,Hindu
,35,Brahmin - Daivadnya,"Thane, Maharashtra, India",,MNC,5ft 7in,SMM1689946,Hindu
,35,Bhandari,"Mumbai, Maharashtra, India",Mumbai University,Private Sector,5ft 11in,SMM1695803,Hindu
,35,Brahmin - Kokanastha,"Ratnagiri, Maharashtra, India",,Others,5ft 6in,SMM1688197,Hindu
,35,Digambar,"Kolhapur, Maharashtra, India",,Private Sector,5ft 10in,SMM1685726,Jain
,35,Brahmin,"Belgaum, Karnataka, India",,Others,5ft 10in,SMM1687649,Hindu
,35,Sunni,"Riyadh, Ar-Riyad",Mumbai University,Private Sector,5ft 3in,SMM1684669,Muslim
,35,,"Mumbai, Maharashtra, India",Other Hotel Management/ Hospitality Institute,Others,5ft 5in,SMM1720061,Hindu
,35,Digambar,"Jaipur, Rajasthan, India",Rajasthan University,Private Sector,5ft 8in,SMM1683448,Jain
,35,Brahmin,"Ranchi, Jharkhand, India",,Private Sector,5ft 7in,SMM1705975,Hindu
,35,Vaishnav,"Vadodara, Gujarat, India","Maharaja Sayajirao University, Gujarat",Private Sector,5ft 3in,SMM1679149,Hindu
,35,Togata,"Chitradurga, Karnataka, India",Other Finance/ Accounting Institute,State Government,5ft 6in,SMM1694323,Hindu
,35,,,"Institute of Hotel Management (IHM), Mumbai",Private Sector,5ft 8in,SMM1674138,Hindu
,35,,"Navi Mumbai, Maharashtra, India",Nagpur University,Others,5ft 2in,SMM1689856,Hindu
,35,Mudaliyar,"Vellore, Tamil Nadu, India","Annamalai University, Tamil Nadu",Others,5ft 5in,SMM1691124,Hindu
,35,Lingayath,"Delhi, Delhi, India","Visveswaraiah Technological University, Karnataka",MNC,5ft 8in,SMM1671022,Hindu
,35,,"Pune, Maharashtra, India",,MNC,5ft 8in,SMM1666068,Buddhist
,35,Brahmin - Saryuparin,"Allahabad, Uttar Pradesh, India",Allahabad University,Private Sector,5ft 10in,SMM1665227,Hindu
,35,Brahmin,"Pune, Maharashtra, India",Nagpur University,MNC,5ft 9in,SMM1667854,Hindu
,35,Jatav,"Bareilly, Uttar Pradesh, India",,Private Sector,5ft 3in,SMM1690811,Hindu
,35,Others,"Delhi, Delhi, India",,Private Sector,4ft 11in,SMM1671584,Christian
,35,Kumhar,"Hissar, Haryana, India",,Public Sector,5ft 11in,SMM1682933,Hindu
,35,Reddy,"Tiruchirapali, Tamil Nadu, India","Algappa University, Tamil Nadu",Private Sector,6ft 3in,SMM1662023,Hindu
,35,Sikh - Others,"Jammu, Jammu and Kashmir, India","PSG College of Arts & Science, Coimbatore, Bharathiyar University",Others,5ft 8in,SMM1672647,Sikh
,35,,"Mission, Texas",,Private Sector,6ft 4in,SMM1679858,Spiritual
,35,Koli,"Kolhapur, Maharashtra, India",Karanataka University,Others,5ft 6in,SMM1651443,Hindu
,35,Brahmin,"Balangir, Orissa, India","Sambalpur University, Orissa",Private Sector,5ft 11in,SMM1672816,Hindu
,35,Agarwal,"Faridabad, Haryana, India",Other General University,Others,5ft 2in,SMM1709953,Hindu
